prompt,occasion,formality,constraint,color_tone,occasion_soft,formality_soft,constraint_soft,color_tone_soft,split,source
"what to wear to a semi-formal rooftop wedding, breezy but elevated",wedding,semi-formal,no_constraint,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal wedding where everyone will be overdressed, still want to fit in",wedding,semi-formal,no_constraint,dark,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
something for a semi-formal elopement celebration that's joyful and relaxed,wedding,semi-formal,no_constraint,neutral,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"casual beach wedding guest look, barefoot optional but still pretty",wedding,casual,understated,soft,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
"casual outdoor picnic wedding, something that works on grass and in photos",wedding,casual,understated,bright,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"casual wedding celebration in a pub garden, not a dress code but still want to look nice",wedding,casual,understated,dark,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"relaxed casual wedding in someone's backyard, sundress energy but thoughtful",wedding,casual,understated,neutral,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold casual wedding guest look, I don't want to blend into the background",wedding,casual,bold,soft,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",heldout,original
"bright and bold casual wedding look, it's a colourful celebration",wedding,casual,bold,bright,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"edgy casual wedding guest fit, the couple has alternative style so I can too",wedding,casual,bold,dark,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"casual wedding with a bold co-ord set, not a dress but still festive",wedding,casual,bold,neutral,"{""wedding"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
casual wedding look that's relaxed but still says I respect the occasion,wedding,casual,no_constraint,soft,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"something for a casual afternoon wedding in summer, nothing too structured",wedding,casual,no_constraint,bright,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"laid-back wedding in a brewery, casual but still a step above normal clothes",wedding,casual,no_constraint,dark,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"relaxed wedding dress code says wear what you want, panicking slightly",wedding,casual,no_constraint,neutral,"{""wedding"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
formal office look that commands respect in a boardroom full of older men,office,formal,understated,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
classic formal workwear in soft tones that never goes out of style,office,formal,understated,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"office formal look inspired by old money, nothing trendy just quality",office,formal,understated,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"bright formal office look, I want colour in my workwear not just navy and grey",office,formal,understated,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"dark formal office looks for winter, sleek and serious without being gloomy",office,formal,understated,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"all-dark formal workwear capsule, I only wear dark colours to the office",office,formal,understated,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
neutral formal office wardrobe that mixes and matches easily,office,formal,understated,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"understated formal office look, no logos, no trends, just great tailoring",office,formal,understated,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold formal workwear, I want to wear colour and not apologise for it",office,formal,bold,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"power dressing in soft tones, feminine but clearly in charge",office,formal,bold,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",heldout,original
"making a statement in the office with a bold formal look, not costume just confidence",office,formal,bold,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"corporate girl bold look, formal but clearly has opinions about fashion",office,formal,bold,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"formal office look that has no rules, just needs to look professional",office,formal,no_constraint,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
something for a formal work event that isn't stuffy or boring,office,formal,no_constraint,bright,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"formal office look with a fashion edge, I work in a creative industry",office,formal,no_constraint,dark,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",heldout,original
formal workwear that doesn't erase my personality,office,formal,no_constraint,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal office look for a Friday that still looks intentional,office,semi-formal,understated,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"business casual in pastel tones, still professional but less rigid",office,semi-formal,understated,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
semi-formal dark work outfit that's polished but not uptight,office,semi-formal,understated,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"smart casual office look, the dress code is vague and I'm stressed",office,semi-formal,understated,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
bold semi-formal work look that breaks the beige office aesthetic,office,semi-formal,bold,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
semi-formal office outfit with a pop of colour that still looks intentional,office,semi-formal,bold,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
semi-formal dark office look with interesting texture or detail,office,semi-formal,bold,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"making a statement in business casual, bold accessories and a strong outfit",office,semi-formal,bold,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",heldout,original
semi-formal office look I can wear to an external meeting and feel confident,office,semi-formal,no_constraint,soft,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"business casual summer look, light enough for the heat professional enough for meetings",office,semi-formal,no_constraint,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal winter work outfit, layered and interesting not just a jumper",office,semi-formal,no_constraint,dark,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
smart casual office look that works for video calls and in-person days,office,semi-formal,no_constraint,neutral,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",heldout,original
casual work from home outfit that still makes me feel like a professional,office,casual,understated,soft,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
casual Friday office look that's still polished not just jeans and a tee,office,casual,understated,bright,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
casual work outfit in dark tones that's comfortable but still looks intentional,office,casual,understated,dark,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"relaxed work day outfit, neutral and easy but clearly not lazy",office,casual,understated,neutral,"{""office"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold casual workwear, I want to wear something fun even on a low-key day",office,casual,bold,soft,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"casual office day but make it fashion, bright colours and interesting shapes",office,casual,bold,bright,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"casual dark office look with an edge, not corporate but still appropriate",office,casual,bold,dark,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",heldout,original
"casual Friday bold look, I'm dressing for myself not the dress code",office,casual,bold,neutral,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",heldout,original
"casual work outfit where literally anything goes, startup culture dress code",office,casual,no_constraint,soft,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"no dress code office outfit, how do I look professional without rules",office,casual,no_constraint,bright,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"casual work day, dark colours, comfortable, still looks like I tried",office,casual,no_constraint,dark,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"relaxed office day look with no constraints, comfortable and cute",office,casual,no_constraint,neutral,"{""office"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",heldout,original
"everyday casual look in soft tones, something I'd actually reach for daily",casual,formal,understated,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
"formal casual contradiction, elevated everyday clothes in muted tones",casual,formal,understated,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
dark toned formal-ish everyday look for someone who dresses up even on days off,casual,formal,understated,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
neutral toned casual look that feels intentional and put together,casual,formal,understated,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold everyday look in soft colours, feminine and confident",casual,formal,bold,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright bold casual outfit for a girl who makes every errand a fashion moment,casual,formal,bold,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"edgy everyday look in dark tones, I dress up even when I'm just going to the shops",casual,formal,bold,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"bold neutral casual look, statement pieces but in a quiet palette",casual,formal,bold,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"elevated casual look with no rules, just want to look good running errands",casual,formal,no_constraint,soft,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"bright and free casual look for a day off, no agenda just vibes",casual,formal,no_constraint,bright,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"dark casual look with an editorial feel, I want to look like a photo even on a normal day",casual,formal,no_constraint,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"effortless casual look in neutrals, the kind of outfit that photographs well spontaneously",casual,formal,no_constraint,neutral,"{""casual"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
soft and cosy semi-formal casual look for a lunch with friends at a nice cafe,casual,semi-formal,understated,soft,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
bright semi-formal casual look for a daytime event that isn't quite a party,casual,semi-formal,understated,bright,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal dark casual outfit, dressed up but not going anywhere fancy",casual,semi-formal,understated,dark,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"neutral semi-formal everyday look, looks like an outfit not just clothes",casual,semi-formal,understated,neutral,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold soft tones for an elevated casual day out, I overdress for everything",casual,semi-formal,bold,soft,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bright bold semi-formal casual look, I dress like I'm always going somewhere",casual,semi-formal,bold,bright,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
